date,close_price_USD,volume,trend_sma_fast,trend_sma_slow,trend_adx,volume_obv,trend_ema_fast,trend_ema_slow,trend_macd,momentum_rsi,trend_aroon_ind
2021-05-01,57800.37,42600.351836,56259.4075,48351.70230769231,17.853894831616397,88508.28026199996,54856.22616557227,50195.50111441287,4660.725051159396,66.35119939958761,60.0
2021-04-30,57694.27,68578.910045,56931.32,49061.40846153846,16.742225803510152,19929.37021699996,55292.84829394577,50750.96547630822,4541.882817637546,66.06020488000428,60.0
2021-04-29,53555.0,52486.019455,56671.73499999999,49647.18846153847,15.940475112416435,-32556.64923800004,55025.48701795412,50958.671737322424,4066.815280631694,55.78188212700149,60.0
2021-04-28,54846.22,55130.459015,56590.908333333326,50264.49346153846,14.862800017091747,22573.80977699996,54997.90747673041,51246.638275298545,3751.2692014318673,57.97831035934996,44.0
2021-04-27,55011.97,54064.034675,56321.83583333334,51047.44423076923,13.95816621510698,76637.84445199996,55000.07094184881,51525.55173638754,3474.5192054612708,58.264897189008,44.00000000000001
2021-04-26,54001.39,86310.802124,55916.780833333345,51684.04653846154,14.498549049142483,-9672.957672000033,54846.42772002592,51708.9471633218,3137.4805567041185,55.767620424485486,44.0
2021-04-25,49066.77,58255.645004,55229.449166666665,52138.460384615384,15.44819221633031,-67928.60267600004,53957.2496092527,51513.23033640908,2444.019272843623,45.5102389638512,44.0
2021-04-24,50047.84,55361.512573,54700.62916666667,52504.66038461538,16.079370290506553,-12567.090103000039,53355.80197705998,51404.682904082474,1951.1190729775044,47.5747896022527,40.0
2021-04-23,51125.14,132230.780719,54174.715,53059.85461538461,16.95801821300732,119663.69061599996,53012.62321135844,51383.976022298586,1628.647189059855,49.82299863098981,36.0
2021-04-22,51690.96,104656.631337,54048.96083333334,53399.90000000001,16.437168841399433,224320.32195299998,52809.29040961099,51406.71557620239,1402.574833408602,51.011279005339794,32.0
2021-04-21,53787.63,66984.756909,53767.1475,53794.115,15.529256970496737,291305.07886199997,52959.80419274776,51583.0796075948,1376.7245851529588,55.24117214068471,28.0
2021-04-20,56425.0,72744.482151,53754.380000000005,54178.48038461538,14.576579829047743,364049.56101299997,53492.91124001733,51941.740377402595,1551.1708626147374,59.92820265334305,-52.0
2021-04-19,55633.14,78229.042267,53573.777500000004,54519.64000000001,13.53982493835586,285820.51874599996,53822.17720309159,52215.17738648388,1606.9998166077057,57.96551669826636,-52.0
2021-04-18,56150.01,124882.131824,53445.08916666667,54762.27692307693,13.624674662697995,410702.65056999994,54180.30532569288,52506.64646896656,1673.6588567263243,58.91144460454614,-52.0
2021-04-17,60006.66,58912.256128,53982.7275,55159.80346153847,12.978198513848572,469614.9066979999,55076.6675832786,53062.20302682089,2014.4645564577077,65.20360962680778,32.0
2021-04-16,61334.8,91764.139884,54523.442500000005,55609.937307692315,12.067806629673226,561379.0465819999,56039.45718585112,53674.987987797125,2364.4691980539938,67.07360987395373,36.0
2021-04-15,63159.98,51649.70034,55202.44333333333,55859.55115384616,11.318277479660768,613028.7469219998,57134.92223418172,54377.57998870104,2757.3422454806787,69.49944737521182,40.0
2021-04-14,62959.53,82616.343993,55948.954999999994,56134.29692307692,10.98649860283094,530412.4029289999,58031.0157366153,55013.279989538,3017.7357470772986,68.89908141492171,39.99999999999999
2021-04-13,63575.0,82848.688746,57157.974166666674,56339.45692307693,10.284117576765288,613261.0916749998,58883.93639252064,55647.48147179444,3236.4549207262025,69.76277975348518,48.0
2021-04-12,59860.0,56375.037117,57975.65416666667,56377.83961538462,9.797457625313166,556886.0545579998,59034.100024440544,55959.51988129115,3074.5801431493965,59.094954708486505,48.0
2021-04-11,60002.43,41156.715391,58715.42833333334,56481.211923076924,9.390487528500287,598042.7699489999,59183.07386683431,56258.99470489921,2924.0791619351003,59.35159389373607,48.0
2021-04-10,59769.13,69906.424117,59388.60916666666,56611.03692307692,9.515273061025797,528136.3458319999,59273.2363488598,56519.004726758525,2754.2316221012734,58.70191862622535,48.0
2021-04-09,58142.54,40831.884911,59751.51833333333,56638.207307692304,9.722424714728259,487304.4609209999,59099.283064419826,56639.26659885049,2460.016465569337,54.24370063152353,48.0
2021-04-08,58077.52,44283.147019,59889.22833333333,56825.803846153845,10.600039030826197,443021.31390199985,58942.08874681678,56745.80388782452,2196.284858992258,54.06693642951282,48.0
2021-04-07,55953.45,71228.405659,59915.92083333333,56779.03692307692,11.158779910049578,371792.90824299987,58482.29817038342,56687.11100724492,1795.1871631385002,48.50601054730558,48.0
2021-04-06,57991.15,54201.000727,60069.349166666674,56833.380769230775,11.251704277863103,425993.9089699999,58406.73691340136,56783.70648818974,1623.0304252116184,53.45219856920261,48.0
2021-04-05,59129.99,54258.01579,59996.293333333335,56884.520000000004,11.58423508264168,480251.92475999985,58518.00661903192,56957.50526684235,1560.5013521895671,55.99616712404431,48.0
2021-04-04,58202.01,41314.081973,59735.2275,56904.04846153846,12.045351810516177,438937.8427869998,58469.39175456547,57049.69080263181,1419.700951933657,53.43353053128642,48.0
2021-04-03,57051.94,47409.852113,59226.22416666666,57038.54615384615,11.77015347858531,391527.9906739998,58251.322253863094,57049.85740984427,1201.4648440188248,50.35768300023984,48.0
2021-04-02,58950.01,47382.418781,58892.097499999996,57196.38423076923,11.302365833302568,438910.40945499984,58358.8126763457,57190.609453559504,1168.2032227861928,54.96524676567985,48.00000000000001
2021-04-01,58720.44,47415.61722,58487.550833333335,57339.017692307694,11.101493154176028,391494.7922349998,58414.44764921559,57303.93023477732,1110.517414438269,54.30868410052155,48.0
2021-03-31,58740.55,60975.542666,58394.263333333336,57521.29307692307,11.442891073907356,452470.33490099985,58464.61724164396,57410.3465136827,1054.2707279612587,54.36011382215256,44.0
2021-03-30,58746.57,55122.443122,58289.60833333334,57893.59307692308,11.75990342794359,507592.7780229999,58507.99458908335,57509.32603118768,998.6685578956676,54.376669104852034,40.0
2021-03-29,57635.47,67857.937398,58111.80333333334,58185.425,12.981141338552108,439734.8406249999,58373.76003691668,57518.67002887748,855.0900080392021,50.71978817761258,36.0
2021-03-28,55777.63,39050.387511,57914.7275,58364.36692307692,14.155035983323135,400684.4531139999,57974.35541585258,57389.70410081248,584.6513150401006,45.241160355309916,32.0
2021-03-27,55817.14,50105.475055,57726.362499999996,58523.06615384615,15.52135079382413,450789.9281689999,57642.47612110603,57273.217871122666,369.2582499833661,45.376292585593596,24.0
2021-03-26,55025.59,63813.774692,57649.04083333333,58570.68,17.64170219428547,386976.1534769999,57239.87825632049,57106.726917706175,133.1513386143124,43.08246255578584,-72.0
2021-03-25,51293.78,87400.534538,57090.926666666666,58373.32538461538,19.815953694827595,299575.6189389999,56325.09390919426,56676.13825713535,-351.04434794109693,34.28331036828796,-76.0
2021-03-24,52303.65,83537.465021,56522.065,58245.26807692308,19.515135077909086,383113.0839599999,55706.41023085668,56352.250238088294,-645.8400072316144,37.975100538231835,-76.0
2021-03-23,54340.89,59789.365427,56200.305,58175.68653846153,19.235803505056186,442902.4493869999,55496.33019534027,56203.260590822494,-706.9303954822244,44.721596011555384,-76.0
2021-03-22,54083.25,62581.626169,55952.91416666666,57947.86307692307,17.940952622914914,380320.8232179999,55278.933242210995,56046.22276928009,-767.2895270690933,44.06876789332153,-76.0
2021-03-21,57351.56,48564.470274,55819.71,57794.661538461536,16.80495174272841,428885.2934919999,55597.79889725546,56142.91441600009,-545.1155187446275,53.36823472186118,-76.0
2021-03-20,58102.28,44476.941776,55768.19666666666,57600.13461538462,16.283184308498576,473362.23526799993,55983.103682293084,56288.05260740749,-304.9489251144041,55.21036610926278,-76.0
2021-03-19,58030.01,52392.652961,55708.98499999999,57410.53769230769,15.142689399725743,420969.58230699995,56298.01234655568,56417.08648834027,-119.07414178458566,54.98517610019442,-68.0
2021-03-18,57648.16,66580.406675,55617.450833333336,57182.582307692304,14.322323682816306,354389.17563199997,56505.7273701625,56508.27711883358,-2.5497486710810335,53.737995413610115,-68.0
2021-03-17,58912.97,70421.620841,55723.90916666667,57146.15807692307,14.20366806482292,424810.79647299997,56876.0723901375,56686.4025174385,189.66987269899982,57.20086346023955,-64.0
2021-03-16,56900.75,77986.694355,55817.5025,57026.86269230769,14.389662953655876,346824.102118,56879.868945500966,56702.28010873935,177.5888367616135,50.69889519886409,-44.0
2021-03-15,55605.2,102771.427298,55799.84083333333,56866.71153846154,13.675068619457468,244052.67482,56683.76603080851,56621.0149154994,62.7511153091109,46.99501086680308,-44.0
2021-03-14,58968.31,52601.05275,56128.40083333334,56898.471923076926,13.384141955166829,296653.72757,57035.23433376105,56794.88862546241,240.34570829864242,55.984519339759835,-44.00000000000001
2021-03-13,61188.39,83245.091346,56952.95166666667,57018.12076923077,12.795896510302454,379898.81891599996,57674.181359336275,57120.33317172445,553.848187611824,60.72037798946898,48.0
2021-03-12,57221.72,73405.406047,57362.79083333333,57066.900384615394,12.608750374902689,306493.412869,57604.571919438386,57127.843307152274,476.72861228611146,50.305565628534254,48.0
2021-03-11,57773.16,81914.812859,57648.81333333333,57058.516153846154,12.65379454656573,388408.225728,57630.50854721709,57175.64454365951,454.8640035575809,51.54970849848813,48.0
2021-03-10,55851.59,84749.238943,57796.174999999996,56932.42384615385,13.087399951025345,303658.98678499996,57356.82877072215,57077.56642931436,279.2623414077898,47.1224675847416,48.0
2021-03-09,54884.5,71656.737076,57590.58666666667,56804.82730769231,13.845771829020444,232002.24970899994,56976.47049830336,56915.11706417997,61.35343412338989,45.026564856901764,48.0
2021-03-08,52375.17,66987.359664,57113.32750000001,56624.95153846154,15.204584184507201,165014.89004499995,56268.57811394899,56578.82468905553,-310.24657510653924,40.04906710757447,48.0
2021-03-07,50971.75,55235.028032,56525.13916666667,56318.095384615386,16.561229277677846,109779.86201299995,55453.68148103377,56163.48582319956,-709.8043421657931,37.54898093630661,-24.0
2021-03-06,48882.2,44399.234242,55794.642499999994,55939.70153846154,18.24205201355571,65380.62777099995,54442.6843301055,55624.13131777737,-1181.4469876718722,34.132489555504264,-28.0
2021-03-05,48751.71,78192.496372,54947.87083333333,55555.515384615384,19.971325446077035,-12811.868601000046,53567.149817781574,55115.063072016084,-1547.9132542345105,33.92489791032003,-32.0
2021-03-04,48374.09,82649.716829,54237.315833333334,55156.57384615384,20.422052176811253,-95461.58543000004,52768.21753812287,54615.73173334822,-1847.514195225347,33.29384140036076,-36.0
2021-03-03,50349.37,81035.913705,53799.33000000001,54876.339230769234,20.447693330314298,-14425.671725000037,52396.087147642436,54299.704938285395,-1903.6177906429584,39.620805612296344,-36.0
2021-03-02,48440.65,64221.06214,52922.024999999994,54594.1476923077,20.776820949598907,-78646.73386500005,51787.558355697445,53865.70086878277,-2078.142513085324,36.06145378605682,-35.99999999999999
2021-03-01,49587.03,85086.111648,51955.244999999995,54354.528076923074,21.63762119020675,6439.37778299996,51449.01553174399,53548.76228590997,-2099.746754165979,39.572628037899435,-36.0
2021-02-28,45135.66,83055.369042,50948.073333333334,53974.14615384616,22.88846345518683,-76615.99125900005,50477.73006532184,52925.569523990715,-2447.8394586688737,32.18240011194345,-52.0
2021-02-27,46106.43,66060.834292,49975.845833333326,53774.63269230769,23.219133831338365,-10555.156967000046,49805.22236296463,52420.44807776918,-2615.2257148045464,35.031911296613714,-52.0
2021-02-26,46276.87,109423.200663,49177.95249999999,53542.83346153846,23.752932391699577,98868.04369599995,49262.39892250854,51965.36822015665,-2702.969297648109,35.54398358466882,-52.0
2021-02-25,47073.73,83310.673121,48527.055,53263.32730769231,22.75136726034356,182178.71681699995,48925.680626737994,51603.0246482932,-2677.3440215552037,38.00428350041827,-52.0
2021-02-24,49676.2,91881.209252,48302.14083333333,53093.82538461538,21.821342495512972,274059.9260689999,49041.14514570138,51460.29689656777,-2419.151750866389,45.34208619829027,-52.0
2021-02-23,48891.0,169375.025051,48128.744999999995,52768.41923076923,20.556663519691423,104684.90101799992,49018.04589251656,51269.978607933124,-2251.9327154165658,43.66291001500018,-52.0
2021-02-22,54087.67,134019.434944,48562.53416666667,52614.01115384616,20.331448101107977,238704.33596199992,49797.98806289863,51478.696488826965,-1680.7084259283365,55.42781069954538,-52.0
2021-02-21,57408.57,58166.708511,49283.93916666667,52590.10961538461,20.337749026892794,296871.0444729999,50968.84682245269,51917.946378543485,-949.0995560907977,61.02866731805387,-52.0
2021-02-20,55841.19,80948.205314,49906.1975,52520.61076923077,19.74234966409791,215922.8391589999,51718.438080536886,52208.55701716989,-490.11893663300725,57.364804595732664,-52.0
2021-02-19,55906.0,79659.77802,50369.25,52404.95807692308,18.500940905630898,295582.61717899994,52362.67837583891,52482.44168256471,-119.76330672580661,57.47847999584776,-52.0
2021-02-18,51552.6,60758.046954,50628.57916666667,52199.26,17.348204201340103,234824.57022499994,52238.05093340215,52413.56452089325,-175.51358749109932,48.18494683830559,-52.0
2021-02-17,52119.71,85743.637818,50839.635833333334,52065.20269230769,16.866550619275387,320568.20804299996,52219.84463595567,52391.7975193456,-171.95288338993123,49.33419531915356,-52.00000000000001
2021-02-16,49133.45,88813.266298,51172.784999999996,51686.938846153855,16.94855617410679,231754.94174499996,51745.01469196249,52150.43844383852,-405.4237518760274,43.82233165599919,-44.0
2021-02-15,47911.1,79398.156784,51323.17416666667,51176.27384615384,17.386305368379706,152356.78496099997,51155.1816624298,51836.41337392455,-681.2317114947509,41.76540070373126,-44.0
2021-02-14,48577.79,73735.475533,51514.91749999999,50843.814999999995,17.517508799759263,226092.260494,50758.65986820983,51595.03386474495,-836.3739965351269,43.32785362641869,28.0
2021-02-13,47153.69,63768.097399,51521.58083333333,50435.373846153845,17.857494461641785,162324.163095,50204.049119254465,51266.0454303194,-1061.9963110649333,40.809108705586176,28.0
2021-02-12,47287.6,85870.035697,51322.53083333333,50105.98961538461,17.821710338157526,248194.198792,49755.36463936916,50971.34576881425,-1215.981129445092,41.155510409317436,28.0
2021-02-11,47969.51,89561.081454,51245.74,49840.02846153846,18.37585515730972,337755.28024600004,49480.617771773905,50748.9875637169,-1268.3697919429978,42.98533903970028,28.0
2021-02-10,44807.58,97154.1822,50472.39916666666,49548.967307692306,18.960847459097323,240601.09804600006,48761.68888380869,50308.88329973788,-1547.1944159291888,37.207735550790055,-43.99999999999999
2021-02-09,46420.42,115499.861712,49556.72,49373.916153846156,19.11915620914448,356100.95975800004,48401.49367091504,50020.84898123877,-1619.3553103237282,41.525117326652584,-44.0
2021-02-08,46374.87,138597.536914,48767.85999999999,49277.48038461538,20.8287067992652,217503.42284400004,48089.70541385119,49750.77646410998,-1661.07105025879,41.43846111351346,-44.0
2021-02-07,38795.69,84363.679763,47342.00083333333,48894.55653846155,22.52441415624954,133139.74308100005,46659.85688864331,48939.288577879604,-2279.4316892362913,30.160210702700255,-56.0
2021-02-06,39186.94,98757.311183,46311.52916666667,48541.20461538462,23.547527105321176,231897.05426400003,45510.177367313576,48216.89238692556,-2706.7150196119837,31.201175267735323,-56.0
2021-02-05,38290.24,66681.334275,45159.073333333334,48077.391923076924,24.813822173607612,165215.71998900003,44399.417772342254,47481.58480270885,-3082.167030366596,30.094063759913496,-64.0
2021-02-04,36936.66,92080.735898,44142.674166666664,47634.93076923077,26.06674150015738,73134.98409100003,43251.30119198191,46700.479261767454,-3449.178069785543,28.452841141788014,-68.0
2021-02-03,37618.87,80784.333663,43284.988333333335,47174.61692307692,27.38386158380182,153919.31775400002,42384.77331629239,46027.7674645995,-3642.994148307109,30.50981586458886,-68.0
2021-02-02,35466.24,78056.65988,42192.35916666667,46802.71615384616,28.95987582837218,75862.65787400001,41320.38357532433,45245.432096851386,-3925.048521527053,27.79443699305463,-76.0
2021-02-01,33526.37,82718.276882,41056.74916666667,46318.86769230769,30.612632217689516,-6855.619007999994,40121.304563735976,44377.35342301054,-4256.048859274568,25.58461329517573,-80.0
2021-01-31,33092.98,68742.280384,39873.864166666666,45811.795,32.16863907697187,-75597.89939199999,39040.02386162275,43541.473910194945,-4501.450048572195,25.104393105520685,-84.0
2021-01-30,34262.88,84889.68134,38731.645,45319.07,33.27804795697476,9291.781948000003,38305.07865214233,42854.170657587914,-4549.0920054455855,28.97963651751465,-84.0
2021-01-29,34252.2,231827.005626,37852.03,44725.839230769234,32.53283746894966,-222535.22367799998,37681.55885950505,42216.987645914734,-4535.428786409684,28.96490247536228,-84.0
2021-01-28,33364.86,92621.145617,36764.066666666666,44128.68000000001,32.36183701925096,-315156.369295,37017.451342658125,41561.274486958086,-4543.82314429996,27.70457346704937,-84.0
2021-01-27,30366.15,95911.961711,35430.00666666667,43216.31384615384,32.345948382393956,-411068.331006,35994.174213018414,40732.00600644267,-4737.831793424259,23.917100948832598,-92.0
2021-01-26,32467.77,84972.20691,34902.68,42257.05230769231,32.15768394429398,-326096.124096,35451.650487938656,40119.84037633581,-4668.189888397152,31.033207742274413,-92.0
2021-01-25,32254.2,88499.226921,34324.95166666667,41349.860384615386,31.094483635016264,-414595.351017,34959.73502825578,39537.200348459075,-4577.465320203293,30.71877337143364,-84.0
2021-01-24,32259.9,57978.037966,33822.42333333333,40440.395000000004,30.406768633353956,-356617.313051,34544.37579313951,38998.14106338803,-4453.765270248521,30.73894364304691,-84.0
2021-01-23,32078.0,64595.287675,33417.534999999996,39691.37192307693,29.591309387937677,-421212.60072600003,34164.93336342574,38485.53802165558,-4320.604658229837,30.434431997750735,-80.0
2021-01-22,32945.17,142971.684049,33028.06,38953.889615384614,29.56618810533099,-278240.916677,33977.277461360245,38075.14039042183,-4097.862929061586,33.80125991931479,-72.0
2021-01-21,30850.13,131803.182926,32643.384166666667,38250.685000000005,28.740985958671967,-410044.099603,33496.177851920205,37539.95443557577,-4043.7765836555627,30.020978080917587,-72.0
2021-01-20,35468.23,89368.422918,32805.20583333333,37772.11307692308,27.627159141579114,-320675.67668499995,33799.57049008633,37386.493366273855,-3586.9228761875274,44.702003346521444,-60.0
2021-01-19,35891.49,79611.307769,33038.415,37284.17846153846,26.007159441635714,-241064.36891599995,34121.404260842275,37275.752376179495,-3154.3481153372195,45.823829091585374,-60.0
2021-01-18,36631.27,70698.11875,33235.78083333333,36879.47,24.86777864518635,-170366.25016599995,34507.53745148193,37228.01294090694,-2720.4754894250145,47.81647202551692,-60.0
2021-01-17,35828.61,80157.727384,33367.14833333334,36438.73961538461,24.131207317685003,-250523.97754999995,34710.77938202317,37124.35346380272,-2413.574081779552,45.846147590269474,-52.0
2021-01-16,35994.98,86348.431508,33586.325000000004,35978.18076923077,22.96777435021166,-164175.54604199994,34908.348707865756,37040.6961701877,-2132.3474623219445,46.339709135188606,-52.00000000000001
2021-01-15,36742.22,118300.920916,34117.66416666667,35667.97461538461,21.488652976845206,-45874.62512599994,35190.48275280949,37018.586824247875,-1828.1040714383853,48.60539287083922,-48.0
2021-01-14,39144.5,102950.389421,34674.058333333334,35388.13153846154,20.25051547360389,57075.76429500006,35798.79309853111,37176.06187430359,-1377.268775772478,55.16017644628739,-40.0
2021-01-13,37371.38,124477.914938,35100.49,35041.84346153846,20.02411576590847,-67402.15064299994,36040.72954491094,37190.529883614436,-1149.8003387034987,50.08291432584416,-40.0
2021-01-12,34051.24,133948.151996,35249.76833333333,34859.36461538461,19.813887465905577,-201350.30263899994,35734.65423030926,36957.989892235586,-1223.3356619263286,42.24223368600108,52.0
2021-01-11,35404.47,249131.539943,35526.97416666667,34713.885,20.231996612436888,47781.23730400007,35683.856656415526,36842.91434466258,-1159.057688247056,45.9559759050602,52.0
2021-01-10,38150.02,118209.544503,35960.71166666667,34708.49192307692,19.36227177405044,165990.78180700005,36063.26640158237,36939.736985798685,-876.4705842163166,52.61330745400176,52.0
2021-01-09,40088.22,75785.979675,36730.5525,34829.70576923077,18.543359871763442,241776.76148200006,36682.49003210816,37172.95794981359,-490.46791770543496,56.67105084514154,72.0
2021-01-08,40582.81,139789.957499,37156.767499999994,34943.70346153846,18.47087235685726,381566.7189810001,37282.53925793767,37425.53958316073,-143.00032522305992,57.66722741011815,76.0
2021-01-07,39432.28,132825.700437,37451.833333333336,35096.24346153846,18.46272615955544,248741.01854400008,37613.26860287034,37574.18702144512,39.081581425220065,54.526685707289246,76.0
2021-01-06,36769.36,127139.20131,37463.34083333333,35220.97384615384,19.272012827841646,121601.81723400007,37483.43651012106,37514.570205041775,-31.13369492071797,48.00966601164758,76.0
2021-01-05,33949.53,116049.997038,37306.75083333333,35253.91807692307,20.750958114475857,5551.820196000073,36939.75858548705,37250.49315281646,-310.7345673294112,42.2509472036419,76.0
2021-01-04,31988.71,140899.88569,36972.895,35166.45,22.44777431639386,-135348.06549399992,36178.058803104424,36860.731437793016,-682.6726346885916,38.768565262969176,76.0
2021-01-03,33000.05,120957.56675,36661.04749999999,35118.290384615386,23.4937512254147,-14390.498743999924,35689.134371857595,36574.75503499353,-885.6206631359382,41.44907773642237,76.0
2021-01-02,32178.33,129993.873362,36080.53333333333,35072.654615384614,25.021979730687995,-144384.3721059999,35149.01062234104,36249.09392129031,-1100.08329894927,39.91994669086896,52.0
2021-01-01,29331.69,54182.925011,35410.559166666666,35032.86769230769,26.4963460433002,-198567.29711699992,34254.03821890396,35736.69363082436,-1482.655411920401,35.090349586654895,-28.0
2020-12-31,28923.63,75508.505152,34983.25833333333,34896.554615384615,28.001694233241256,-274075.8022689999,33433.97541599566,35232.0222507633,-1798.0468347676433,34.44699783387567,-32.0
2020-12-30,28875.54,95356.057826,34439.18083333333,34766.60615384615,29.49397922384342,-369431.8600949999,32732.677659688634,34761.171713669726,-2028.4940539810923,34.36702946750894,-36.0
2020-12-29,27385.0,69411.592606,33542.09583333333,34579.11,31.130575731640555,-438843.4527009999,31909.958019736536,34214.78862376827,-2304.830604031733,31.895478822143076,-40.0
