,date,target,volume,trend_sma_fast,trend_sma_slow,trend_adx,volume_obv,trend_ema_fast,trend_ema_slow,trend_macd,momentum_rsi,trend_aroon_ind
864,2019-02-04,3463.22,23131.981108,3567.316666666666,3720.0946153846153,34.464739924797314,-4709296.606411006,3569.1914086633583,3690.6963315537996,-121.50492289044132,33.67954692537451,-64.0
865,2019-02-03,3458.11,19867.33639,3555.286666666667,3706.0603846153845,34.41085854586311,-4729163.942801006,3552.101961176688,3673.4677144016664,-121.36575322497856,33.44340367744344,-64.0
866,2019-02-02,3504.77,17920.802,3548.1375000000003,3694.1788461538463,34.103582213710055,-4711243.140801006,3544.820120995659,3660.97158740895,-116.15146641329102,37.73632158645391,-64.0
867,2019-02-01,3462.07,25260.476159,3535.86,3680.486538461538,34.16248317864937,-4736503.616960006,3532.0893331501734,3646.2381364897687,-114.14880333959536,35.48091856316083,-64.0
868,2019-01-31,3434.1,29607.190253,3519.4133333333334,3666.058461538462,34.19525694880593,-4766110.807213006,3517.0140511270697,3630.5242004534894,-113.51014932641965,34.04551577135493,-64.0
869,2019-01-30,3458.18,23968.260243,3505.0075,3651.837692307692,34.50948664670646,-4742142.546970005,3507.9626586459817,3617.7579633828605,-109.79530473687873,36.42992267792868,-64.0
870,2019-01-29,3411.04,29544.928977,3482.5891666666666,3639.048461538462,35.113947614766424,-4771687.475947005,3493.0514803927535,3602.4455216507968,-109.39404125804322,33.84996795960137,-52.0
871,2019-01-28,3434.15,40405.111401,3463.336666666666,3612.755769230769,33.72522420820335,-4731282.364546005,3483.989714178484,3589.9791867137005,-105.98947253521646,36.234137435979825,-52.0
872,2019-01-27,3550.84,22735.598162,3454.32,3596.9419230769226,32.13145495808267,-4708546.766384005,3494.2743735356403,3587.0799876978713,-92.805614162231,46.68344520486214,-52.00000000000001
873,2019-01-26,3565.25,19476.532344,3468.224166666667,3582.6319230769227,30.098926260197576,-4689070.234040004,3505.1937006840035,3585.462951572103,-80.26925088809958,47.8205841131469,-48.0
874,2019-01-25,3565.29,17608.346671,3481.5508333333332,3567.076153846154,27.964924743387638,-4671461.887369004,3514.4392851941566,3583.9686588630584,-69.52937366890183,47.823910736710765,-44.0
875,2019-01-24,3569.62,20826.25118,3489.72,3554.069615384615,25.97527846340716,-4650635.636189004,3522.928625933517,3582.905795243573,-59.977169310055615,48.20883273694602,-12.0
876,2019-01-23,3552.82,24938.842698,3497.186666666667,3540.7703846153845,24.380242595671263,-4675574.478887005,3527.527298866822,3580.677217818123,-53.14991895130106,46.76721928435432,-11.999999999999996
877,2019-01-22,3570.93,29336.442967,3506.588333333333,3537.0530769230763,23.399198832090757,-4646238.035920004,3534.2046375026953,3579.9552016834473,-45.75056418075201,48.55319071426539,-12.0
878,2019-01-21,3526.9,19644.436839,3508.4324999999994,3533.533461538462,22.48822962305172,-4665882.472759005,3533.080847117665,3576.025186743933,-42.94433962626772,44.63250910928212,-12.0
879,2019-01-20,3539.28,27901.938598,3514.8666666666663,3531.1030769230774,21.799109876825188,-4637980.534161004,3534.034562945717,3573.303321059197,-39.26875811348009,45.95399948182702,-12.000000000000004
880,2019-01-19,3665.3,22171.578123,3534.133333333333,3533.977692307693,21.42582729988042,-4615808.956038004,3554.229245569453,3580.1178898696267,-25.888644300173837,57.16228062610158,-12.0
881,2019-01-18,3594.87,22713.446755,3545.5241666666666,3533.418846153846,20.682707698458138,-4638522.402793004,3560.481669327998,3581.2106387681724,-20.728969440174296,50.819122819566836,-12.0
882,2019-01-17,3616.21,29755.440838,3562.6216666666664,3532.8323076923075,19.517983936483066,-4608766.961955004,3569.0552586621525,3583.803184044604,-14.74792538245174,52.53768899256918,-12.0
